,True Values,Content
172,fake,a facebook page don t me falsely claims that senatorial candidate mar roxas urged consumers to just suffer through metro manila s water crisis since they are still alive anyway 
173,fake,nakatakdang bumaba bilang presidente ng liberal party lp si sen francis kiko pangilinan matapos ang kinalabasan ng midterm elections sa kanyang resignation letter na ibinigay kay vice president leni robredo sinabi ni pangilinan na ginawa niya ito bilang pag ako ng pagkakatalo ng otso diretso sa senatorial race at iginiit na may pananagutan siya bilang campaign manager ng oposisyon as campaign manager for the otso diretso slate i was unable to ensure our victory in the elections i assume full responsibility for the outcome and hold myself primarily accountable for this defeat have tendered my resignation as president of the lp effective june ani pangilinan batay sa nagpapatuloy na canvassing ng commission on elections comelec tiyak na pasok na sa senado ang apat na ka partido ni pangulong rodrigo duterte na sina bong go ronald dela rosa francis tolentino at koko pimentel lusot din ang anim na inidorso ng administrasyon na sina pia cayetano sonny angara lito lapid imee marcos cynthia villar at bong revilla maging ang dalawang re electionist na sina grace poe at nancy binay na parte ng kasalukuyang majority block ng mataas na kapulungan dahil dito inaasahang senador na ang bubuo sa mayorya pagpasok ng th congress habang matitira sa minority block si pangilinan kasama sina sen franklin drilon sen leila de lima at sen risa hontiveros 
174,fake,walang opisyal na pahayag si leni robredo na naglalaman ng mga salitang nasa kumakalat na fake quote card 
175,fake,an fb video post misleadingly claims employees were regularized after months only under the marcos regime under the labor code this applies only to learners 
176,fake,hindi ang mga salitang ito ang ipinahiwatig ni leni robredo sa kaniyang new year s message 
177,real,lacson may mga areas na baka kailangan nila mag reclaim pero again dapat naka base ito sa siyensiya at sa mga datos kailangan ba talaga at ito ba makakasama sa environment sa ibang lugar naman hindi puwede via 
178,real,asked about mandatory military service de guzman says he does not approve of the proposal hindi ako sang ayon sa giyera we are not at war via watch 
179,real,subscribe at to know more of their food and other fun facts edge davao is an inquirer news initiative partner of inquirer plus 
180,fake,a pro duterte page posted a manipulated photo of noynoy aquino raising the hands of joseph estrada taken from asia sentinel and amado bagatsing s also taken in from northbound philippines read more 
181,fake,a viral video was deliberately edited to show only vp leni robredo s wrong answers in a radio show in 
182,real,watch live president biden delivers remarks on a syria military operation 
183,fake,noong hapon ng january dumalo si bongbong marcos sa isang radio guesting sa dzme 
184,fake,data on last year s energy situation aren t available to verify juan ponce enrile s claim that fuel imports are of energy needs but imports in preceding years didn t reach read 
185,real,ni elayca manliclic trainee magkasamang humarap sa local media sina monique wilson at eve ensler kasama ang kinatawan ng gabriela upang isulong ang one billion rising campaign na nananawagan sa pagwawakas ng karahasan sa kababaihan 
186,real,myanmar foreign minister barred from asean meet cambodia 
187,fake,gma network denied that it lost almost p million in potential ad revenue after bongbong marcos skipped jessica soho s interview 
188,fake,the daily guardian denied creating and spreading the news of the withdrawal of the gorricetas support for gubernatorial candidate ferjenel biron read more 
189,real,i think the organizers of any forum should penalize presidential candidates who do not show up like an empty chair live 
190,real,kabuuang koponan mula sa iba t ibang subdibisyon sa salawag ang sasabak sa liga na tatampukan ng mga nanay na nahihilig sa larong basketball pag aagawan nila ang unang korona ng kakaibang torneo na suportado ni psc commissioner gillian akiko thomson guevarra we wanted all women especially our nanay to be involved in sports and physical activities for them to have a healthy condition and be away from any kind of sickness sinabi ni psc games chief atty jay alano sisimulan ang torneo sa pakikipagtulungan ni salawag barangay chairman eric paredes sa abril kung saan ay isasagawa ang mga laro sa iba t ibang kasaling subdibisyon upang mahimok ang mga nanay at iba pang kababaihan na magpartisipa sa sports alam naman natin na ang mga nanay ay lagi na lamang nasasabak sa gawaing bahay at hindi na nila naaasikaso ang kanilang pisikal na kondisyon kung kaya ini encourage natin ang mga ganitong aktibidad para mabigyan natin sila kahit kaunting pagpapakondisyon na maalagaan ang kanilang kalusugan giit ni alano 
191,real,isang makulimlim na hapon habang kumakain kami at ipa bang kustomer may isang lalaking pulubi ang nagmamasid sa mga kumakain lumapit ito sa vendor at pabulong na nagsabi makahingi po sana ng kape kumuha ng mangkok ang vendor at nilagyan niya iyon ng lugaw na may itlog at tokwa binudburan ng bawang at paminta iniabot sa pulubi kasabay ng isang kutsara sa akin buong pagtataka at hindi makapaniwalang sabi ng gusgusing lalaki tumango ang vendor at pinaupo siya sa isang bangko na malayo sa iba pang kumakain sabi ng vendor sa pulubi kasunod na ang kape mo nahiya ako sa aking sarili minsan dahil sa aking pagiging abala itinataboy ko ang naghihingi sa akin gayong mayroon naman akong maiaabot ngunit natitiyak ko na ang pulubing iyon ay nakalasap ng pag ibig ng diyos noong panahon ni jesus pinili niyang makaulayaw ang maralita at mga inaapi namuhay siya na maralita at nagpalabuy laboy at ang kanyang ministeryo at nakaangkla sa pagmamalasakit sa mga walang wala lahat tayo ay pinagbilinan ni jesus na magmahalan ang ibigin ang ating kapwa gaya ng pagmamahal natin sa atin sarili kung ito ang nakatatak sa ating isipan at damdamin wala sigurong maralita sa ating paligid sapagkat tintutulungan natin ang isa t isa sa abot ng ating makakaya na mamuhay nang marangal at nakakapit sa diyos tuwina 
192,real,pagkatapos nito muling mapapanood ang filipino pop tenors na pinamumunuan ng film tv actor na si miguel castro na isa na ngayong pop classical singer sa paco park presents sa pebrero nasa isip ni miguel ang paghahalo ng classical music sa pop music environment sa pagbuo ng grupo ng mga soloist na nagsanibpuwersa upang lumikha ng isang pambihirang musika ang pop classical 
193,fake,may napurga na naman na masasamang loob nang manlaban ang mga ito sa kapulisan sa batangas ayon sa ulat ng gma news miyembro ng notorious na gun for hire group ang naka engkwentro ng mga pulis patay sa operasyon ang lider ng grupo na si solomon panan at ang alipores nito na sina vergilio hernandez at si efren cruzada natrimbrehan ng mga otoridad ang gagawing operasyon ng grupo sa isang negosyante kaya nakapag handa agad ang kapulisan tatlong armas ang nakuha sa mga kawatan sangkot din daw ang mga miyembro ng sindikato sa mga serye ng nakawan at patayan sa batangas metro manila bulacan at pampanga ayon sa kapulisan naniniwala sila na mababawasan na ang mga gun for hire activities sa batangas dahil sa pagkakapuksa sa mga suspek ito ang patunay na patuloy na ginagawa ng duterte administration ang kampanya nito kontra kriminalidad para protektahan ang mga mabubuting pilipino basahin ang reaksyon ng mga kababayan natin sa sinapit ng tatlong kawatan source gma news 
194,real,during the kbp presidential candidates forum senator reiterated his promise to waive his rights under the bank secrecy act however lacson said he could not mandate this to his subordinates as they also have their individual rights 
195,fake,a facebook page falsely claimed a day before the elections that incumbent gov amado pogi espino iii and incumbent bugallon mayor jumel anthony espino had been disqualified in this elections 
196,real,icymi engaging article that might interest you see our lifestyle page jan issue available on inquirer plus get here for more 
197,real,youth led activist group voters of tomorrow plans on distributing hundreds of copies of toni morrison s beloved and art spiegelman s maus to students in texas and virginia 
198,real,world food prices rebounded in january and remained near year highs led by a jump in the vegetable oils index the un food agency said on thursday 
199,fake,an online post claiming to quote reelectionist senator bam aquino on the mega manila subway and former president noynoy aquino on windmills misleads with fabricated and incomplete information read more 
200,fake,multiple social media posts and videos prove that robredo and her daughters observed separate quarantine isolation procedures 
201,fake,icymi a blog carrying the name of the is enticing netizens to register in exchange for cash assistance to be coursed through this is fake read how we it here 
202,real,kapag nagtanim ka alam mo kung ano ang iyong aanihin ganoon din sa ating buhay aanihin natin kung ano man ang ating itinanim minsan nagugulat na lamang tayo sa kaguluhan at kapighatiang idinudulot ng ating pamumuhay ngunit nangyayari lamang iyon kapag nagtanim tayo ng mga butil ng masamang pag uugali at maling gawa at nararanasan natin ang natural na bunga ng kung ano ang ating itinanim ngunit nangyayari rin ang kabaligtaran niyon kung magtitimpi tayo sa ating kapwa kung tumutugon tayo sa mga paghamon nang may pananalig sa halip na may takot at kapag tinatanggap natin ang ating kapwa kahit hindi sila katanggap tanggap ang mga ito ang bunga ng mga butil na itinanim ng espiritu ng diyos sa ating buhay 
203,fake,various social media posts falsely claim the comelec s disqualification of progressive party list groups read more 
204,fake,mariing itinanggi ng meta platforms inc may ari ng facebook na nakipagpulong sila sa kampo ni leni robredo para suspendihin ang mga account ng marcos supporters 
205,real,kung gusto mong matapos ang iyong sinimulan kailangang alam mo kung ano ang magiging hitsura nito karamihan sa mga proyekto ay may natural na kalalabasang hitsura halimbawa painting cross stitch web design at iba pa at marami rin ang walang kalalabasang anyo halimbawa pagtutugtog ng gitara piano pag aaral ng ibang wika at iba pa kung ang target mo ay ang sumulat ng isang nobela kailangang maging malinaw sa iyo kung susulat ka lang o tatapusin mo iyon agad o ipa publish mo iyon ang mga ito ay iba ibang target na may iba iba ring finish line kung ang cross stitch design na napili mong gawin ay disenyo ng the last supper kung saan si jesus ang nasa gitna ng dibuho at plano mong tapusin iyon bago mag pasko masasabi mong dakilang tagumpay mo kapag mukha lamang niya ang natapos mo pagkalipas ng tatlong linggo mula nang simulan mo ito ngunit kung ang layunin mo ang mai display iyon sa iyong bahay ang finish line mo ay ang maipa frame mo iyon maaari rin naman na ang pinagkakainteresan mong gawin ay walang finish line kung gusto mong pumayat hindi mo agad matatamo iyon tapos titigil ka na sa programa kung ang target mo ay ang pumayat kailangan mong magtakda pa ng iba pang target upang mapanatili mong payat ang iyong pangangatawan puwede kang lumahok sa alay takbo o alay lakad ngayong taon at sasali uli sa susunod na taon maaari ka ring magpasya na magpalaki ng katawan at sumubok ng iba t ibang weights 
206,real,today s front page february provides the latest topics being discussed by the general public to read full stories free for days register at 
207,real,why vote for isko moreno here s his pitch citing his track record in manila i can get things done kaya ko po yung trabaho at may resulta at may pruweba via live updates 
208,fake,the post singled out grace poe for allegedly giving the npa p million based on a news report that claimed five senate bets paid leftist communist and rebel groups in exchange for an endorsement read more 
209,real,namatay sina adis at godayon habang ginagamot sa kalinga provincial hospital sa tabuk city dahil sa mga tinamong bali sa buto at sugat sa katawan habang dead on arrival sa cagayan valley medical center si bon as patuloy na ginagamot sa kalinga provincial hospital ang angkas ni adis na si melvin pascua ng bgy agbanawag tabuk city 
210,fake,a press release posted on bong go s official website claiming the senate hopeful is in the top of senatorial polls needs context read more 
211,real,pacquiao vows to support and strengthen filipino fisherfolk if elected president watch 
212,fake,a facebook page revived a video with false context allegedly showing the late president noynoy aquino falling off a creek while inspecting a project the man in the video is an indian mayor check out our report here 
213,fake,nagkatotoo ang kasabihan na ang basurang itinapon mo ay babalik sa yo sa sakay ng isang van matapos habulin ng isang dayuhang nakabisikleta para ibalik ang basurang itinapon niya sa kalsada sa panayam sa sakay ng bisikleta na si frank schuengel nakita niya ang sakay ng van na nagtapon ng basurang nakalagay sa plastic dahil mabagal ang daloy ng trapiko kinuha ng dayuhan ang basura at hinabol ang van para ibalik sa kanila ang basurang itanapon this is not a bin don t throw that out don t do it madidinig sa video ni schuengel sinabi ni schuengel na hindi siya natatakot sa mga taong nagtatapon ng basura sa hindi tamang lugar we all should look after the world we live in so i m not afraid of the people who throw their rubbish out they should be afraid of everyone else giving it back to them that s how it works sabi niya aminado naman si mmda spokesperson celine pialago na nalulungkot siya dahil ang mga pilipino ang dapat na mas nagpapakita ng pagpapahalaga sa kalinisan sa ating bayan nakakahiya pero ho napakagandang action ho yon na ipamukha ho natin sa nagkalat na ito basura mo itapon mo anang opisyal aniya sa unang bahagi pa lang ng taon umabot na raw sa ang nahuhuli ng mmda sa kanilang anti littering operations mayroon pong dalawang pagpipilian yung violator una it s either magbayad sila ng p na kailangan mag settle sa mmda and community service nila sir e sila yung pinagwawalis natin ayon kay pialago gayunman may mga nahuhuli umano na matapang pa at nagbabanta sa mga enforcer at mayroon din umanong pinapansin ang tiket na ibinibigay sa kanila plano nating ikabit yung pangalan nila sa nbi para magkaroon ng hassle sa pagkuha ng nbi clearance iisip po tayo ng panibagong puwede idagdag du n sa mga violators sabi ni pialago 
214,fake,an old altered photo of davao city mayor inday sara duterte reading a national newspaper with a front page headline sara in was revived on facebook we that photo here 
215,fake,kuryente ang inabot ng liberal party aligned blogger na silent no more ph nang maglabas sila ng balita tungkol sa pagkamatay umano ni presidential anti corruption commission pacc chief greco belgica ayon sa post ng silent no more ph namatay daw si belgica sa isinagawang anti drug operation ng philippine national police pnp at ng philippine drug enforcement agency agad naman binura ng silent no more ph ang kanilang post nang malaman nilang nakuryente sila ang screenshot na ito ay mula sa gma news pero binago nila ang caption para ikalat na patay na nga si commissioner belgica basahin ang pahayag ni pacc chief belgica sa pekeng impormasyng ikinalat ng dilawan blogger hinihikayat naman ng mga netizens na kasuhan ni belgica ang mga tao sa likod ng silent no more ph blog ayon sa pagsisiyasat ng mga pro government bloggers na sila rj nieto aka thinkingpinoy at sass rogando sasot ang nasa likod umano ng silent no more ph blog ay isang taong nagngangalang cocoy dayao source greco belgica 
216,real,we are hoping na magkaroon ng sufficient exposures and foreign training ang mga bata but for now we will be continuing our daily regimen and our plan of staging a box off sa mga candidate sa bawat weight division pahayag ni picson hangad ni picson na mapatupad ang exposures sa iba t ibang local government units lgu s kung saan ay ihahanay nila ang mga exhibition bout sa elite athletes at pagdiskubre na rin sa mga lokal na boksingero na posibleng maging miyembro ng pambansang koponan we wanted it to be held sa iba t ibang open venues para makita ng lgu s kung paano isinasagawa ang mga tournament natin once a week dapat but we are still looking for lgu s na pagdadausan it will be a venue for those local boxers to show na kaya nilang talunin ang national boxers sinabi pa ni picson kung wala namang lalaban magiging bahagi na rin iyon ng screening at ranking system kung sino ang dapat na makasama sa national team at maipadala sa sea games giit ni picson 
217,real,lesson learned the hard way robredo s spox owns up to wi fi issues borrowed office problems via live updates 
218,real,related story 
219,fake,two versions of a fake quote on teenage pregnancy attributed to vice president resurfaced recently on facebook but the made up statement was already as fake back in read our here 
220,real,medyo overwhelming na nilabas ni pacquiao ang point agenda nila for the rest of the forum he s trying very hard to stick sa lagi niyang sinasabi but when it comes to the details doon na siya nalo lost live 
221,real,nakilala si edison dahil sa pagmamahal sa siyensiya noong nakipagtulungan siya sa iba pang siyentista gaya nina alessandro volta matthew evans at henry woodward upang makabuo ng isang katangap tanggap na modelo ng incandescent light nais nilang makabuo ng pangmatagalan pero tipid na ilaw enero nang ipagkaloob ang patent para sa electric lamp ni edison 
222,real,while pacquiao rebounded from the losses with a decision win over brandon rios in the comeback was fully completed in as manny pacquiao set the record straight with timothy bradley in april to put the controversial loss in the rear view mirror ayon sa sikat na boxing radio show pacquiao ended his with a outstanding dominate win in a november bout with unbeaten light welterweight chris algieri in which pacquiao managed to send algieri to the canvas six times nilinaw ng otrb na si pacquiao lamang ang tumalo sa isang boksingerong nakalista bilang no sa pound for pound list ng the ring magazine sa katauhan ni bradley at nagpalasap ng unang pagkatalo kay dating wbo light welterweight champion chris algieri the real deciding factor in naming manny pacquiao our fighter of the year was he accomplished what no one else did during the calendar year as pacquiao secured a win over a top p p fighter with his win over timothy bradley bradley was not only coming off a terrific win over the dangerous ruslan provodnikov but he also definitively beat juan manuel marquez who had just come off a knockout win over pacquiao paliwanag ng boxing show this factor separated pacquiao from a close field that included terence crawford and gennady golovkin 
223,fake,hindi pinalagpas ng palasyo ang mga patutsada ni senador kiko pangilinan laban kay pangulong rodrigo duterte magugunitang binanatan ng presidente si dating department of interior and local government dilg secretary mar roxas tungkol sa mamasapano encounter na kumitil sa na miyembro ng special action force ng philippine national police umangal dito si pangilinan at sinabing diversionary tactic ito ng presidente para ilihis ang atensyon sa kahirapan at korapsyon daw sa kasalukuyang administrasyon like the other critics and detractors senator pangilinan is deaf and blind to the unprecedented survey numbers of the president it is about time he and others in the opposition wake up from their self destructive illusion lest they are swept away to oblivion by the horses of change galloping in the country resbak ni presidential spokesperson salvador panelo binida rin ni panelo ang mga nagawa ng duterte administration laban sa mga nagawa ng aquino gov t sa loob ng na taon the achievements of the administration far exceed that of the administration of his idol pnoy aquino where incompetence and trust issues among its top officials were prevalent such as what were exhibited during the mamasapano incident and the destructive storm yolanda an incontrovertible truth that is beyond forgetting buwelta pa ni panelo maliban kay roxas ilang pa samga oposistion senatorial candidates ang nakatikim ng batikos mula kay pangulong duterte ilan sa mga ito ay sina otso diretso member chel diokno at florin hilbay florin hilbay hindi mo malaman kung lalaki pati babae yang chel diokno florin ano ba ito member ng lgbt pasaring ng pangulo laban sa oposisyon source inq mb 
224,real,naglaan ng p ang lokal na pamahalaan at p naman ang pribadong sektor bilang pabuya sa sino mang makapagbibigay ng impormasyon para sa kinaroroonan ng suspek 
225,fake,a quote card featuring a supposed princess of saudi arabia praising ferdinand marcos jr is fake 
226,fake,a video claimed that the alleged hackers of the comelec servers planned to commit electoral fraud against ferdinand marcos jr this is false 
227,real,information on covid antigen test for home use by the department of health for news related to this go to inquirer plus is offering a free day trial to know more go to 
228,fake,at least fb posts supposedly from agusan police wrongly tagged several leftist groups as ndf supported party lists despite more than half of the mentioned parties not running or not party lists at all 
229,fake,joseph estrada denies the existence of political dynasties but two of his sons are running for senatorial positions this election season read more 
230,fake,ang mga larawan ay kuha noong dumalo si leni robredo sa isang dinner party ng mga robredo sa makati nagkataon lang na naroon din ang comelec chairman noon na si andres andy bautista 
231,fake,new zealand prime minister neither praised former senator nor expressed support for his presidential bid as opposed to the claim of a quote card we the fake graphic here 
232,real,walang duda anak ka nga ni kris aquino ito ang tanging nasabi ni vice ganda nang ibuking siya ni bimby na kevin ang pangalan ng boyfriend niya nagkatawanan ang lahat ng tao sa studio ng the buzz noong linggo dahil sa sinabi ni bimby maging ang ina nitong si kris aquino ay tawa nang tawa kasama ni boy abunda 
233,fake,bong go s statement that president duterte has sacked many government officials for corruption needs context duterte also rehired a number of those he dismissed or suspended read more 
234,real,authorities in tennessee are searching for a newborn baby after the mother was found with a fatal gunshot wound inside of a car south of memphis 
235,real,twenty civilians including children were killed in an air strike in kafr batikh in idlib province iniulat ng syrian observatory for human rights sinabi ni rami abdel rahman pinuno ng britain based monitor na bumagsak ang bomba malapit sa checkpoint ng hayat tahrir al sham isang jihadist group na binubuo ngkaramiha y mga dating miyembro ng al qaeda affiliate hindi pa malinaw kung sino ang responsable sa air strike 
236,fake,bangsamoro minister of the interior and local government naguib sinarimbo did not visit the headquarters of presidential aspirant former senator bongbong marcos jr via 
237,real,today s front page january provides the latest topics being discussed by the general public to read full stories free for days register at 
238,real,marami tayong narinig na policies about the economy but only a little about how these will be funded live 
239,fake,hindi totoong dinaya ni leni robredo si bongbong marcos noong elections 
240,real,overcooked nintendo switch game auro chocolate coins 
241,fake,several facebook fb pages have falsely claimed that the price of electricity in metro manila is more expensive than in ilocos norte 
242,real,sinabi ni chief supt wilben mayor tagapagsalita ng pnp na ang pondo ay ginamit sa walong araw na pagkain ng pulis habang nag iikot ang santo papa at entourage nito sa iba t ibang lugar sa metro manila at leyte noong enero 
243,fake,lumalaki na talaga ang hidwaan sa pagitan ni pro government blogger rj nieto aka thinkingpinoy at ni presidential communications operations office pcoo undersecretary lorraine badoy ayon kay nieto inakusahan daw ni badoy na tumatanggap daw ng suhol ang mga bloggers na na lumalaban sa dengvaxia mess pcoo usec badoy dengvaxia victims advocates received bribes ayon kay pcoo usec badoy shamelessly claimed that bloggers like me received bribes in exchange for defending dengvaxia victims tagalugin ko ha sinuhulan lang raw ako para ipaglaban iyong isang milyong batang ginawang laboratory rat ng gobyernong noynoy aquino sabi ni thinking pinoy hindi na rin napigilan ng isa pang pro government blogger at university lecturer na si sass rogando sasot ang kanyang sarili at nagbigay na rin ng opinyon sa sinabi umano ni badoy si badoy ay dating taga suporta ni vice president leni robredo panoorin ang naging komento ni sasot sa isyu basahin ang naging reaksyon ng ilang duterte supporters laban kay badoy mga unthinking follower daw tau what a lame defense pati readers iniinsulto pa it is time for her to prove why she is the usec of pcoo and not telling us how she enjoys the trust of the president she must be serving the people whom the president love so ano na madam usec pls give us a good reason to believe you are worthy of your salary sabi ni c santiago as i ve said before i just hope that president duterte will realize the stupidity of this woman badoy wag na sana sya magpadala sa mga akap ek ek ng babaeng ito wala nmn silbi eh sabi ni l peralta hoy badoy mag resign ka na wala ka nmang naggawa jan sa pcoo imbes na inform mo ang mga tao sa ginagawa ng gobyerno waley puro self interest ka lang dun na nga lang sa federalism di nyo magawa na mainform ang mga tao pwede ba di mo kami madadala sa mga pa digong my labs mo mag resign ka na pati si miss mocha na ginagawa nya yung trabaho pinagkaisahan nyo ngayon naman sa dengvaxia ano ba resign badoy wala kang silbi sabi ni e euqil source tp sass 
244,fake,vp candidate claimed that certain symptoms tell whether one has the omicron or delta variant of covid some experts say only genome sequencing can ascertain what variant a person has see 
245,real,lacson ito ang aking panata sa bayan towards the end of my term as president there should be no doubt in the mind of every filipino that we are better off than when we started that our people trust their government much better than ever before 
246,fake,nagkataon na sumabay ang kaarawan ni mar roxas sa araw ng eleksiyon ngayong taon kaya binati ni abs cbn s rated k host na si korina sanchez roxas sa social media ang kanyang asawa nitong mayo at hinangad na sana ay muling makapagsilbi sa bayan ang dating kalihim ng department of interior and local government diilg i am so excited you may get this chance to serve again i love you happy birthday sabi ni sanchez kaya lang may problema dahil sa pinakahuling bilang ng partial and unofficial result as of pm ay hindi pa rin nalakapasok si roxas sa top umabot lang si roxas sa ika na puwesto pati ang mga kasamahan nito sa otso diretso ay hindi rin nakakuha ng sapat na boto karamihan ng mga nasa magic ay tila mga pambato ng administrasyon sinabi naman ni korina na mataas pa rin daw ang paghanga niya kay mar kahit napapaligiran ito ng mga demonyo hindi naman pinangalanan ni korina kung sino ang mga demonyong tinutukoy niya honey bilib ako sayo tiniis mo lahat ng demonyo sa paligid mo am in awe at what you ve accomplished and contributed to the poor and to this country sabi ni sanchez source abante inq 
247,fake,walang habas na tinabangan ng mga rebeldeng new people s army npa ang mga philippine national police pnp sa region na nagsasagawa lamang ng medical mission sa isang liblib na lugar sa bicol ikinagagalit ngayon ng isang pulis ang sinapit ng mga kasamahan niya dahil sa tusong pag atake ng mga rebelde sa facebook post ni raymund raposa natanong niya kung bakit kailangan pang tambangan ng npa pati ang mga medical teams na tumutulong sa mga kababayan natin na mahihirap isa sa mga nasugatan ay na sa kritikal na kondisyon matapos tamaan ng shrapnel buti na lang at may sapat na puwersa ang mga pulis at sundalo para depensahan ang mga kasamahan nilang nasugatan kinilala ang mga sugatan na sina po roland hermogeno po vladimir guadalupe po roy carbonell po eliseo jomar palaroan po mikhail jose concina and po daisy bhel genova ayon sa ilang ulat nangyari ang pag atake ng mga rebeldeng komunista sa medical team sa sitio patag barangay mambulo nuevo libmanan camarines sur mga bandang ala ng hapon ipinakita rin ni raposa sa kanyang post ang mga litrato ng sasakyan na ginamit ng medical team na tinadtad ng bala ng npa pinost din ni ramosa ang larawan kung saan makikita na gumagawa nga ng medical mission ang mga kasamahan niyang pulis basahin ang bung post ni raposa tungkol sa insidente ito naman po ang ilan sa mga reaksyon ng mga kababayan natin sa ginawang kabalbalan ng mga npa source raymund raposa camnortnews 
248,fake,walang opisyal na pahayag na makapagpapatunay na sinabi ni vp leni robredo ang mga salitang nasa fake quote card 
249,real,what i m teaching right now is the animo spirit it s easy to forget now due to the long uaap layoff but la salle s underwhelming performances in college basketball was an eyesore 
250,fake,bato dela rosa s official tv ad claiming credit for reducing the volume of index crimes by percent needs context it gives no time frame and thus no clear basis for comparison read more 
251,real,ayon sa thewrap com naghain ng kaso si krupa noong huwebes dahil nakaranas umano siya ng emotional distress bunga ng mga malisyosong pahayag ni glanville hindi lamang tungkol sa maselang bahagi ng kanyang katawan kundi pati na rin sa kanyang buhay pag ibig noong nobyembre napanood si brandi sa watch what happens live at sinabing kinausap umano ito ng dating karelasyon ni joanna si mohamed hadid na noon ay kasal sa cast member ng real housewives of beverly hills na si yolanda foster habang nasa relasyon ang nagsabing ang kanyang p sy smelled classy pa rin naman ang pagkakabanggit dito ni brandi noong disyembre gumawa ng mga panibagong komento si glanville sa kanyang pagharap sa youtube at sinabing you can t help the odor situation makalipas ang ilang linggo nagpadala ng sulat ang mga abogado ni krupa kay brandi tungkol sa kanilang planong pagsampa ng kaso nakalakip sa sulat ng abogado ni joanna na you knew your statements were fake and that such were damaging and humiliating to mrs krupa and or her husband and subjected mrs krupa to hatred ridicule contempt and or injury moreover it appears you make fake statements about mrs krupa to make yourself marketable and to associate your name with a celebrity in attempt to tag yourself with her for media and personal searches and or to create a brand for yourself for monetary and attempted celebrity status parte pa rin ng sulat your statements are malicious and knowingly fake laman ng kaso ang umano y danyos sa pagtitiis ni krupa na mas mataas pa sa 
252,real,super random s latest episode will bring you back to the days of your childhood all you have to do is press play find it on spotify or wherever you get your inquirer podcasts 
253,fake,a manipulated social card with the logo of abs cbn quoting a supposed statement from sen cynthia villar made the rounds on social media 
254,fake,hindi kailanman nahalal bilang mayor at gobernador si ferdinand marcos sr si iloilo rep braeden john q biron ang pinakabatang nahalal na congressman habang si sen jose ma veloso ang pinakabatang naluklok sa senado 
255,fake,exequiel javier says there is no truth to the claim being spread online that he has withdrawn his candidacy for antique congressman read more 
256,real,pacquiao says to stop handing out cash when campaign period begins 
257,fake,a quote card featuring son of presidential aspirant condemning president duterte for accusing his father of being a cocaine addict is fake read the full here 
258,real,leonen says masakit sa loob for him and his team that some examinees are not able to take the but says they have to follow health protocols tested positive in sc administered tests but he says not all of them were not able to take the exams 
259,real,si howard na hindi nakapaglaro sa huling laro dahil sa strained right knee ay nakaabot din sa isang milestone nang maitala ang rebounds sa kanyang career 
260,fake,the claim on is wrong he spent months completing his degree through the college of continuing advanced and professional studies program of the university of makati we the post here 
261,fake,vp leni robredo made no such remark there are no news reports of the vice president making this proposal and neither is the statement available on any of robredo s official social media accounts 
262,real,robredo ang inaalok kong uri ng pamamahala isang gobyernong tapat mahusay masipag at laging maasahan hindi ka lolokohin hindi ka nanakawan hinding hindi ka iiwan o pababayaan via live updates 
263,fake,hindi totoong proyekto ni bongbong marcos jr ang mga windmill sa ilocos norte 
264,fake,hindi natuwa si pangulong rodrigo duterte sa naging pasya ng prosecutor na palayain ang menor de edad na suspek sa karumaldumal na pamamaslang sa anyos na si christine silawan na tinadtad ng saksak at binalatan pa ang mukha sa kanyang talumpati sa pdp laban campaign rally sa koronadal city south cotabato kinausap niya raw ang piskal na nagpalaya sa suspek sa silawan case yung nakapatay sa bata ni release upon orders of the prosecutor tinawagan ko siya pagka umaga sabi ko i recall mo yang order ninyo of dismissal and have the guy re arrested kasi piskal ako piskal ka yang habulan na yan continuous yan hanggang mahuli mo then you file a case kayong mga abogado panero how do you apply that stupid principle sige daw pagka ganun wala nang maaresto alam ninyo yan paano mo aarestuhin yan sabi ng pangulo hindi daw makakapayag ang pangulo na basta basta palayain ang suspek sa pagpatay kay christine di ako papayag na ganunin mo lang ang tao patayin mo ang bata balatan mo tapos magsibat ka lang mahuli ka after six days tapos ma release ka kasi hindi hot pursuit for as long as there is somebody who conducted the investigation and made a follow up everyday that is still hot pursuit to me imposible mo yang sabihin mo na hot pursuit hours lang ngayon banat ng presidente naging usapan ngayong buwan ang kaawa awang sinapit ni silawan sa kamay ng kanyang dating nobyo ayon sa mga ulat ang menor de edad na ex lover ni silawan ang huling kasama nito bago nangyari ang krimen selos ang tintignang motibo sa nangyari sa dalaga ilang kababayan natin ang nananawagan na ibalik na ang parusang kamatayan dahil sa nangyari kay silawan si christine ay inihatid na sa kanyang huling hantungan nito lamang marso ang pamilya niya ay patuloy na humihingi ng hustisya matapos palayain ang suspek sa pagpaslang kay christine source gma presidential communications 
265,fake,a campaign ad crediting sonny angara for helping make tuition free on all school levels tends to mislead it doesn t say tuition and other school fees are free only in public schools read 
266,real,paramedics found the victim on the ground of a sofi stadium parking lot shortly after kickoff he was wearing a ers jersey 
267,real,bagamat tapos na ang thesis ng apat na estudyante mula sa tip pursigido pa rin sina louise cj dennis at jasper na paghusayin pa ang kanilang proyekto na isang walis de padyak na gawa sa lumang bisikleta at welded steel sheets panoorin 
