,True Values,Content
193,fake,may na naman na loob nang sa sa ayon sa ulat news miyembro notorious na gun hire group pulis patay sa operasyon lider grupo na si alipores nito na sina si operasyon grupo sa negosyante handa agad armas sa kawatan sangkot din daw miyembro sindikato sa serye nakawan patayan sa metro manila ayon sa na na gun hire sa sa sa patunay na patuloy na administration kampanya nito kontra para basahin reaksyon kababayan natin sa kawatan source news
194,real,presidential forum senator reiterated promise waive bank secrecy act however said could mandate also individual
195,fake,page falsely day incumbent espino incumbent mayor espino
196,real,engaging article might interest see page issue available inquirer plus get
197,real,youth led activist group tomorrow beloved art
198,real,world food near year led jump vegetable index un food agency said
199,fake,post quote senator bam manila subway former president incomplete information read
200,fake,multiple social media prove separate quarantine isolation
201,fake,carrying name enticing register exchange cash assistance coursed fake read
202,real,ka mo kung ganoon din sa buhay natin kung man na sa kaguluhan pamumuhay butil pag gawa natin natural na bunga kung rin kabaligtaran niyon kung sa kung sa paghamon nang may pananalig sa na may takot tinatanggap natin tanggap bunga butil na espiritu sa buhay
203,fake,various social media falsely claim disqualification progressive party list read
204,fake,meta may ari na sa kampo ni para suspendihin account
205,real,kung gusto mong matapos mo kung magiging hitsura nito sa proyekto ay may natural na hitsura halimbawa painting cross stitch web design iba pa rin anyo halimbawa gitara piano pag wika iba pa kung target mo ay sumulat nobela malinaw sa iyo kung ka lang mo agad ipa publish mo ay iba target na may iba iba ring finish line kung cross stitch design na napili mong gawin ay disenyo last supper kung si nasa gitna dibuho plano mong tapusin bago mag mong tagumpay mo mukha mo linggo nang simulan mo kung layunin mo display sa bahay finish line mo ay frame mo rin naman na mong gawin ay finish line kung gusto mong pumayat mo agad matatamo tapos ka na sa programa kung target mo ay pumayat mong magtakda pa iba pang target upang mapanatili mong payat pangangatawan puwede kang lumahok sa alay takbo alay lakad taon uli sa na taon ka ring na magpalaki katawan sumubok iba
206,real,today front page latest general public read full free days register
207,real,vote pitch track record manila get done ko po trabaho may resulta may pruweba via live
208,fake,post singled grace poe allegedly giving p million based news report five senate leftist communist rebel exchange endorsement read
209,real,namatay sina sa kalinga provincial hospital sa city sa bali sa buto sugat sa katawan dead arrival sa valley medical center si bon patuloy na sa kalinga provincial hospital angkas ni na si city
210,fake,press release posted bong go official senate hopeful top senatorial needs context read
211,real,support strengthen fisherfolk president watch
212,fake,page video false context allegedly showing late president falling creek project man video mayor check report
213,fake,kasabihan na itinapon mo ay sa yo sa sakay van matapos habulin para ibalik itinapon sa kalsada sa panayam sa sakay bisikleta na si frank sakay van na sa plastic mabagal daloy trapiko dayuhan basura van para ibalik sa bin don throw don do sa video ni sinabi ni na natatakot sa taong basura sa lugar look world live afraid people throw rubbish afraid everyone else giving back works naman si na nalulungkot na mas pagpapahalaga sa kalinisan sa bayan nakakahiya ho action ho yon na ho natin sa na basura mo itapon mo anang opisyal aniya sa bahagi pa lang taon umabot na raw sa nahuhuli sa anti pong violator either magbayad p na mag settle sa community service sir e natin ayon kay may nahuhuli umano na matapang pa sa enforcer din tiket na sa plano ikabit pangalan sa para magkaroon hassle sa pagkuha clearance po puwede idagdag n sa ni
214,fake,old photo city mayor inday sara reading national newspaper front page headline sara photo
215,fake,kuryente liberal party na silent nang maglabas balita sa pagkamatay umano ni presidential anti corruption commission chief ayon sa post silent namatay daw si sa anti drug operation national police drug enforcement agency agad naman silent post nang malaman na ay sa news caption para ikalat na patay na nga si commissioner basahin pahayag ni chief sa dilawan naman na ni tao sa silent ayon sa pagsisiyasat pro government na aka nasa umano silent ay taong source
216,real,na magkaroon sufficient foreign training bata daily regimen plan staging box sa candidate sa weight division pahayag ni hangad ni na sa iba local government kung ay exhibition bout sa elite na rin sa lokal na boksingero na miyembro koponan sa iba open para kung tournament natin week still looking na venue local show na talunin national sinabi pa ni kung wala magiging bahagi na rin screening system kung na makasama sa national team sa sea giit ni
217,real,lesson learned hard way wi fi office via live
218,real,related story
219,fake,two fake quote teenage pregnancy vice president recently made statement already fake back read
220,real,medyo overwhelming na ni point agenda rest forum trying hard stick sa lagi comes doon na lost live
221,real,si sa pagmamahal sa siyensiya sa iba pang gaya nina henry woodward upang tanggap na modelo incandescent light nais pangmatagalan tipid na ilaw nang ipagkaloob patent para sa electric lamp ni
222,real,decision win comeback fully manny set record straight timothy put controversial loss rear view mirror ayon sa sikat na boxing radio show ended outstanding dominate win bout unbeaten light welterweight send canvas six times na si tumalo sa nakalista sa pound pound list ring magazine sa katauhan ni pagkatalo kay dating light welterweight champion real factor naming manny fighter year accomplished one else calendar year win top p p fighter win timothy coming terrific win dangerous also definitively beat come knockout win paliwanag boxing show factor close field included
223,fake,palasyo patutsada ni senador kay presidente si dating department interior local government secretary mar sa encounter na kumitil sa na miyembro special action force national police umangal si diversionary tactic presidente para ilihis atensyon sa kahirapan daw sa administrasyon like senator deaf blind unprecedented survey president time opposition wake self destructive illusion lest swept away oblivion change galloping country ni presidential rin ni administration sa sa loob na taon administration far exceed administration idol incompetence trust among top prevalent incident destructive storm incontrovertible truth beyond forgetting buwelta pa ni kay ilang pa senatorial batikos kay sa ay sina otso member florin florin mo malaman kung lalaki pati babae yang florin ba member pasaring pangulo sa oposisyon source
224,real,p lokal na pamahalaan p naman sektor pabuya sa mang impormasyon para sa kinaroroonan
225,fake,quote card supposed princess praising fake
226,fake,video commit electoral fraud false
227,real,information covid antigen test home use department health news related go inquirer plus offering free day trial know go
228,fake,least supposedly agusan police wrongly tagged several leftist party despite half running party
229,fake,estrada existence political two sons running senatorial election season read
230,fake,larawan ay kuha dumalo si sa dinner party sa makati nagkataon lang na naroon din chairman noon na si
231,fake,new prime minister neither former senator expressed support presidential bid opposed claim quote card fake graphic
232,real,duda anak ka nga ni kris ni vice ganda nang ni na pangalan tao sa studio buzz linggo sa sinabi ni ina si kris ay tawa nang tawa kasama ni boy
233,fake,bong go statement president sacked many government corruption needs context also number suspended read
234,real,searching baby mother found fatal gunshot wound inside car south
235,real,twenty air strike province observatory human sinabi ni rami pinuno based monitor na bumagsak bomba malapit sa al sham group na dating miyembro al affiliate pa malinaw kung responsable sa air strike
236,fake,minister interior local government visit headquarters presidential aspirant former senator via
237,real,today front page latest general public read full free days register
238,real,tayong na economy little funded live
239,fake,ni si
240,real,switch game chocolate
241,fake,several falsely price electricity metro manila expensive norte
242,real,sinabi ni chief mayor tagapagsalita na pondo ay sa araw na pagkain pulis nag santo papa entourage nito sa iba lugar sa metro manila
243,fake,na talaga hidwaan sa ni pro government aka ni presidential office undersecretary ayon kay daw ni na daw suhol na na sa mess received ayon kay shamelessly like me received exchange ko ha lang raw ako para ipaglaban laboratory rat ni thinking na rin pang pro government university lecturer na si na rin opinyon sa sinabi umano ni si ay dating taga ni vice president panoorin ni sa isyu basahin reaksyon ilang kay unthinking follower daw tau lame defense pati pa time prove telling us trust president must serving people president love na madam give us good reason believe worthy salary ni c said hope president realize stupidity woman wag na sana magpadala sa akap wala silbi eh ni l hoy mag resign ka na wala ka sa na inform mo tao sa gobyerno puro self interest ka lang dun na nga lang sa federalism di magawa na tao ba di mo sa pa mo mag resign ka na pati si miss mocha na trabaho pinagkaisahan naman sa ba resign wala kang silbi ni e source
244,fake,candidate certain tell whether one omicron delta variant covid say genome ascertain variant person see
245,real,panata sa bayan towards end term president doubt mind every better people trust government much better ever
246,fake,nagkataon na sumabay kaarawan ni mar sa araw eleksiyon taon ni rated k host na si sa social media asawa na sana ay makapagsilbi sa bayan dating kalihim department interior local government excited may get chance serve love happy birthday ni lang may problema sa partial unofficial result ay pa rin si sa top umabot lang si sa ika na puwesto pati kasamahan nito sa otso ay rin sapat na boto nasa magic ay tila pambato administrasyon sinabi naman ni na mataas pa rin daw paghanga kay mar demonyo naman ni kung honey ako mo demonyo sa paligid mo awe accomplished poor country ni source abante
247,fake,habas na new people army national police sa region na medical mission sa liblib na lugar sa pulis kasamahan sa pag atake rebelde sa post ni kung pang tambangan pati medical na sa kababayan natin na sa nasugatan ay na sa na kondisyon matapos tamaan shrapnel buti na lang may sapat na puwersa pulis sundalo para kasamahan nasugatan sugatan na sina po po po po po po daisy ayon sa ilang ulat pag atake komunista sa medical team sa sitio patag barangay sur ala hapon rin ni sa post litrato sasakyan na medical team na bala din ni larawan kung na nga medical mission kasamahan pulis basahin bung post ni sa insidente naman po sa reaksyon kababayan natin sa kabalbalan source
248,fake,opisyal na pahayag na na sinabi ni nasa fake quote card
249,real,teaching right animo spirit easy forget due long layoff la salle college basketball eyesore
250,fake,bato rosa official ad credit reducing volume index percent needs context time frame thus clear basis comparison read
251,real,ayon sa kaso si umano emotional distress bunga pahayag ni sa maselang bahagi katawan kundi pati na rin sa buhay pag si brandi sa watch live umano dating ni si na noon ay kasal sa cast member real na si foster nasa relasyon p smelled classy pa rin naman ni brandi si sa pagharap sa help odor situation ilang linggo sulat abogado ni kay brandi sa pagsampa kaso sa sulat abogado ni na knew fake humiliating husband subjected hatred ridicule contempt injury moreover make fake make marketable associate name celebrity attempt tag media personal create brand monetary celebrity status parte pa rin sulat malicious knowingly fake laman kaso umano danyos sa pagtitiis ni na mas mataas pa sa
252,real,super random latest episode bring back days childhood do press play find wherever get inquirer
253,fake,social card supposed statement sen villar made social media
254,fake,nahalal mayor gobernador si si rep q nahalal na congressman si sen ma sa senado
255,fake,truth claim spread withdrawn candidacy antique congressman read
256,real,stop cash campaign period
257,fake,quote card son presidential aspirant condemning president father cocaine addict fake read full
258,real,masakit sa loob team able take follow health tested positive able take
259,real,si na sa laro sa strained right knee ay din sa milestone nang sa career
260,fake,claim wrong spent degree college advanced professional program university makati post
261,fake,made remark news vice president making proposal neither statement available official social media
262,real,uri pamamahala tapat masipag ka ka ka via live
263,fake,proyekto ni windmill sa norte
264,fake,si sa prosecutor na palayain menor de edad na sa na pamamaslang sa na si na saksak pa mukha sa talumpati sa campaign rally sa city south raw piskal na sa sa case sa bata ni release upon prosecutor ko pagka umaga ko recall mo yang order ninyo dismissal guy kasi piskal ako piskal ka yang habulan na yan continuous yan mahuli mo file case abogado do apply stupid principle daw pagka wala nang ninyo yan mo yan pangulo daw pangulo na basta basta palayain sa pagpatay kay di ako na mo lang tao patayin mo bata balatan mo tapos ka lang mahuli ka six days tapos ma release ka kasi hot pursuit long somebody investigation made follow everyday still hot pursuit me imposible mo yang mo na hot pursuit lang banat presidente usapan buwan awang ni sa kamay dating nobyo ayon sa ulat menor de edad na ex lover ni kasama nito bago krimen selos motibo sa sa dalaga ilang kababayan natin na ibalik na kamatayan sa kay si ay na sa hantungan nito pamilya ay patuloy na hustisya matapos palayain sa pagpaslang kay source presidential
265,fake,campaign ad sonny helping make tuition free school mislead say tuition school free public read
266,real,found victim ground stadium parking lot shortly kickoff wearing ers jersey
267,real,tapos na thesis na estudyante sa tip pa rin sina jasper na pa proyekto na walis de padyak na gawa sa bisikleta steel panoorin
268,fake,tila na si sa mamamahayag sa talumpati sa proclamation kick rally partido demokratiko lakas bayan sa san monte kolumnista na ni ay si dating senador kit na para sa manila times si sa kidney transplant pangulo kay ako daw may kidney si know border press freedom pambabastos tao pag kitang iwasan mo ako p sampalin kita maniwala ka sampalin kita sa tao banat presidente sa mamamahayag buwelta pa pangulo si daw ay may sakit na diabetes wala kakayahan magbiro ka nang na si may cancer p yang may diabetes ay na mag yan yan gusto mo subukan kung pa wala may asawa ka ipahiram mo sa akin p ka pangulo po bahagi artikulo sa manila times kung sinabi ni na source na sa impormasyon na sumailalim sa kidney transplant presidente two complementary neither morning president underwent successful kidney transplant surgery amid fallen seriously ill ni panoorin talumpati pangulo kung si source manila times
269,real,decision certain attend various election may red flag said
270,real,appear led spike said interview finding much left learn long spreading virus still potential evolve adapt
271,fake,omnibus election code may receive electoral money well value use voluntarily donated read
272,fake,fake quote card vice president calling additional two senior high school k program making read fact check
273,fake,photo social media showing together siege
274,real,skipping red flag
275,real,definition word paragon broadsheet add vocabulary regularly conversation writing
276,fake,nang ibasura korte suprema electoral protest na ni kay
277,fake,totoo pahayag user na kaso dating first lady
278,fake,post na papalitan na sa puwesto ni dating representative si commissioner
279,fake,sinabi ni sa new year message quote na sa larawan
280,fake,social security act na nilikha senador na si ay ni sa layunin nito na tulungan miyembro sa oras paghahanap mapapasukan layon din palakasin regulatory silang makakuha sahod na umabot sa p buwan ay buwan sapat na upang ay sa batas na ni na bigyan employment insurance miyembro na sa trabaho ayon sa republic act na social security act na sa trabaho ay makakuha employment insurance na buwan ay para sa taong gulang ma avail beses taon member ay maximum salary credit ay makakuha halos p buwan sa loob buwan miyembro umabot sa maximum salary credit sa ay ding makakuha average salary credit sa mithiin ay palawakin coverage lalo na sa na naman madalas ay pera pagdating katandaan sa tulong nang pensyon pagdating retirement age sa ilang pagbabago sa kontribusyon miyembro kapalit nito mas benepisyo galing sa author bill na si senador ni batas ayon sa senador separation ay trabaho sinabi rin ni na pa rin na na trabaho source
281,fake,kulelat sa senatorial para sa mid term senatorial tia pag asa si congressman nag labas pa video para suyuin tao na iboto para sa senado sa campaign advertisement kung sa video na damit pang sundalo pa kongresista may bandila sa likuran kamay na tila makabayan ako ay na ko pag inang bayan ako ay pag taong bayan ako ay pag may inaapi abusado sa gobyerno ako ay tapang puso ako si sundalo ni si ay ka alyado ni senador sa kritiko ni sa katunayan magkasama sa sabay na pa sa para maghain communication kay presidente rin si sa taong impeachment kay impeachment complaint sa pangulo ay sa house representative bago kongresista si ay dating miyembro nag aklas ni ex president arroyo rebelde sa pamahalaan ni ex president arroyo pag ay man lang umabot ilang araw madalas din ni pag puro hotel pagdausan pag ka grupo ni si ay parte opposition slate na may bansag na otso kasama na oposisyon ay sina mar bam florin basahin ilang reaksyon sa na campaign advertisement ni source
282,fake,old graphic pro page posted misleading claim star fake survey senate bet th place read
283,fake,photo bong wife showing raising middle finger casting photo originally posted read
284,real,lowering corporate tax corporate tax pong papasok na foreign sa bansa watch
285,fake,post photo linked new people army basis read
286,real,bahagi selebrasyon pisa oras na sa loob oras sa church simula gabi linggo gabi nino sa na ay sa float na bulaklak tinapay na sa barangay sa na masayang prusisyon deboto kabilang bata matanda na karga nino sa gitna viva nino pit tubig galing sa hose na sa pagbibinyag residente pati na rin deboto ay milagro sa nino pinaniniwalaan na pananampalataya ay may kalusugan katiwasayan proteksiyon pista ay na okasyon na sa tahanan kalye sa tiangge hapag kainan ay pagkain bukas tahanan para sa bisita lansangan kung prusisyon ay makulay na bunting arko
287,real,best selling commercial leaf blower one hour operation smog forming pollution comparable driving
288,fake,perennial senate hopeful claim nearly false declared nuisance candidate running supreme court year read
289,real,arestado katao na p halaga sa sa city umaga nahuli na sina tiyahin na si ruby balani mary jane duran operation pulisya sa na nag check sa sa ave matapos police poseur buyer ay na pulis kuwarto nahuli sa kilo sa umano ipinagbabawal na gamot sa karatig na probinsya ayon kay upang dalhin plastic container kapalit p
290,fake,false claim bill landmark law country territorial sea made social media last week
291,real,wishing good health good fortune year tiger happy new year daily inquirer
292,fake,korte suprema na matibay na si na
293,real,headline inflation pagtaas presyo produkto serbisyo sa bansa ay bumagal sa antas na via
294,real,wala pang face face classes natin pondo gobyerno para sa edukasyon para magtatag pa eskuwelahan via
295,fake,additional context quote late former president supposed refusal attend presidential
296,fake,admit addict past neither accuse three addicted quote card fake claim find fact check
297,real,student aid disaster relief among
298,real,look official governor occidental coming get know hear say catch live broadcast debate
299,fake,two sur home province vice president presidential bid former senator
300,fake,sa call center agent lumipat sa home based na trabaho si para pag sa anak patuloy pa ring si kontribusyon gaya social security system self employed na ko stop kasi thinking na magiging benefit ko long run ani maternity benefit let say nag retire na ako gusto ko may makukuha rin pensiyon aniya pasok na rin self employed sa compensation program na na rin silang makakuha dagdag na benepisyo ay magkasakit sa trabaho kasama sa matanggap sumusunod sa benepisyo compensation po kung dati sa ding counterpart sa ani compensation commission executive director stella rin na bago makakuha benepisyo rehistrado kontribusyon sa self employed na sa p buwan kung kayo ay self employed na dagdagan lang po premium p p para avail na po kayo benefit ani na opisyal na patakaran na bago simulan pagpapatupad programa source
301,fake,magnitude na lindol ilang bahagi southern hapon ayon kay institute volcanology seismology solidum ala hapon epicenter sa kanluran san eastern na may lalim na tectonic origin may ring ilang kalsada bahay sa western ay din lindol asahan pa sa na oras na magdulot pinsala naman ayon sa intensity san eastern intensity v city city gen eastern naval northern palo intensity baybay san southern city sur city naga city city panganiban intensity occidental southern butuan city city intensity bago city city
302,fake,na larawan ayon sa na headquarters nina sa city
303,real,share birthday pet dog amid breakup
304,real,one game absence young comes sizzling snap game win streak
305,fake,disqualification case presidential aspirant contrary false video read full fact check
306,fake,sa account sinabi anak ni na si na pansamantala muna daw sa social media na daw masaya dati taking break personal social media much toxic honestly fun used ni si matapos kumalat husto ama sa video sa video si na dila sa camera ay din tao na mag post bagay na sa lipunan mean time nice mind yah business post actually benefit society dagdag pa ni panoorin ilang reaksyon sa personalidad sa social media sa ni source
307,real,read testing quarantine fully abroad effective via
308,fake,kalaboso si jake obrero matapos nito saksakin insidente sa talisay city ayon sa ulat news daw nang bigyan p ina daw sana pera sigarilyo base sa ilang impormasyon sangkot din daw si jake sa kalakalan ma bente ako sigarilyo wala nga pera jake na dumating na ko pang anak pumigil ni ina nasugatan naman kapatid nang tangkain nito na awatin kaguluhan ko na na sin ako tapos ako tumakbo talaga ako palayo pa rin ako ko mama ko ko takbo ma kasi ka ni buo na loob kaanak ni jake na ayon sa ni jake puro perwisyo daw dala sa pamilya ko talaga kasi na nagdadala talaga gulo sa pamilya ni source news
309,fake,sen said statement news current division head told graphic false read story
310,fake,massive infrastructure project built administration contrary larry claim read
311,real,age number tila pa rin patunay riyan na nag apply natanggap sa trabaho call center agent na kuwento ni umali
312,real,effort undo damage trump administration zero tolerance policy still early
313,real,mag isip isip masa na kay kung sa pagpapahayag palitan ay na pa sa na kaakibat pangulo presidential aspirant said
314,fake,two page resolution de oro mayor fake read
315,fake,post appearance college law yearbook proof graduation pictured yearbook batch th anniversary read
316,real,sinabi ni ma clerk court na ni fifth division chairman mosyon maybahay ni vice president binay matapos humingi permiso sa korte
317,real,na operasyon sa biff sa loob buwan kung face face labanan ay naman tapatan militar hangad militar na na kakayahan biff sa bomba subalit panlaban sa sa tropa pamahalaan kasama panggugulo sa sibilyan
318,fake,team concerned come common
319,real,u national hockey team dominated first match without assistant captain decker tournament
320,fake,nag viral sa mundo pag hanga news agency na reporter si na matapang na lider bansa sa ay matapos sa mundo kampanya pamahalaan kontra ilegal na na sa pahayagan
321,real,subscribe daily inquirer visit
322,fake,sa pagpatay kay lee kung krimen ayon kay account para chat si sa sintahan sa lang chat march nang magkita ni sa city pagtatalo matapos dalagita na sa chat ay may edad na gumamit pangalan larawan ayon kay gumamit gunting sa pagsaksak kay sa mukha nito umano kung balatan mukha leeg ni sa video sa sa kontrobersyal momo challenge ayon kay sa na na sa kaso na lumantad
323,real,south used publicly available sequence moderna covid vaccine make version shot could tested end year top executive said
324,real,independent research group city high risk covid six highly high risk
325,fake,na po ilang media partial unofficial count numero sa commission election transparency mirror server datos ay nito lang gabi na boto palang botante ay pa lang er basahin reaksyon ilang kababayan natin sa partial unofficial result na news pumasok na naman mandarambong ni h please come ni k lang na ni jiggy na tunay na hirap eh di sa tagal sa news caster journalist struggle deserved slot ni e sana naman batas na botante college graduate dami bobo din kagaya di graduate puro sayaw lang ni e source news
326,fake,sa pahayag na sa media umano dating miyembro communist party na si ka new people army ayon sa ulat news sinabi ni ka na party list na bayan muna act teacher ay legal din ni ka na pagkilos komunista ay lang sa kasamaan kasinungalingan nito sa masa ayon ka kay miyembro mahigit taon opisyal sa legal unification committee really sincere fighting come time succeed reality past peace deceive youth try teach country rotten political system ni ka din ni ka si founder maria miyembro ay giyera si daw na miyembro ay may buhay sa ibayong dagat one left organization stake war maria higher organ living comfortable abroad dagdag ni ka panoorin kaugnay na ulat sa ika anibersaryo naman ni communist terrorist group coalition sa iba pang legal sa ay league national union college guild movement basahin reaksyon tao sa pagbubunyag dating miyembro kilusan source
327,fake,sa janitor pag antala sa collective agreement pagkakaloob benepisyo sa paaralan sa sa pari sa catholic school sa na rin direktor paaralan sa ulat na sa social media page ni doon kung lumapit presidente paco catholic church school labor union na si upang ihayag hinaing ukol kay school director paco catholic school ayon kay petisyon nais umano si sa kasalukuyan posisyon dagdag pa nito sana raw ay iba pang biktima pari nang gaya umano nang janitor batay sa salaysay janitor na sa alyas toto na umano magpadala liham kay cardinal upang ireklamo sa ni taong kung umano nito sa maselang bahagi katawan nito daing daw ni sulat sa paring si kampo ni na bawiin pahayag desidido na raw buksan panindigan reklamo samantala sa sulat na board paco catholic school alumni association din kay cardinal upang maghain pormal na reklamo sa paring direktor na si din dating lasciviousness kay sa korte sa makati na umano na estudyante sa lady minor seminary bukod rin pang magulang kawalan umano aksiyon pari sa isyu pagpasok ilegal na sa na paaralan kamakailan daw kasi ay ilang estudyante na marijuana sa loob eskuwelahan dagdag pa ni kausapin nang personal si upang hinaing subalit sa loob taon ay wala rin umano sa upang lumapit na sa media source
328,fake,estudyante kongresista sa sagot na si sa post ni city mayor sara sa social media post ni nito si act representative sa tila paggamit sa ilang kabataan sa rally pag post naman ni mayor sara ay ayunan ni na pag atupagin rally puro reklamo bata na aral na sana aral sa inyo na ala kundi magreklamo do even know love country always claim study instead streets ni po pa sa opinyon ni sa party list na sa social media post ni mayor sara mahal po party list na yan bata na di ibigay parte budget para sa edukasyon bata na po yan kaso mali na po bata na yan ay bayad para me makain ba pansamantala din aksyon reklamo po sa gobyerno po eh po ba na po dagdag pa ni sang ayon ba kayo sa sinabi source account
329,real,new start easing world pandemic border month fully reopen prime minister said
330,fake,sa sa list series na sa pamilya ni may bank na daw na sangkot si sa kalakaran si ay manugang ni presidente sa sa video na hawig na hawig sa rural bank na sa albay na tumpik kasinungalingan ni rural bank unfortunately video different social media bank used allegedly drug money allegation downright fake also preposterous categorically bank number never sa pahayag din na wala silang kakayahan na magsagawa international money transfer halaga pera kabaligtaran sa sa video ni given nature bank small size simple operation niche do capacity handle stupendous amount facility international money suspicious beyond five hundred thousand automatically ayon pa sa base pa sa pahayag bangko daw na magsagawa transaksyon na sa corporate do way tolerate doubtful allow used unscrupulous bank besmirch reputation erode trust confidence valued dagdag source rural bank
331,real,ink accord put aviation industry
332,real,role endorsement think unique election one via live
333,real,sa botong unconstitutional utos na alisin tarpaulin na sa pader sa harapan san cathedral sa city
334,real,kay na agad na pirmahan expanded maternity leave social security system veto gaya kongreso ayon kay rep de dumaan sa pagsusuri panukala na mas mabigat umano sa ilang bulong kay biglang pangulo ilang bulong panukala na kontra sa hiling manggagawa sign ani de sinabi ni de na gamitin na upang benepisyo miyembro nito ay taasan pa sa suweldo instead floating cost find ways plug improving collection rate dispose costly idle assets pagkaitan buntis sa mintis tanong ni de naman si rep na gastos nito sa expanded maternity benefit sa p bilyon upang makumbinsi pangulo na veto panukala tandaan natin na ay minimum wage mababa lang talaga salary credit bukod sa less percent lang talaga nag maternity leave sa kasalukuyan ani sa expanded maternity araw maternity leave sa araw president bill expect loud outrage long passage expanded maternity leave dagdag pa ni
335,real,look peace covenant presidential
336,real,side trip din sa bayan maria aurora para tree na pinakamalaki puno balete sa rin cove na bukod sa may private beach light house ay artist din gutom naman kay sa kusina luntian bahay kubo na pag ni city boy turned surfer na maliit na kainan para sa ay version patok na pako salad si naman ay kay na sikat sa peanut butter atsara coco jam
337,real,presidential candidate de use wealth tax one time percent tax top fund recovery plan country
338,fake,new prime minister neither former senator expressed support presidential bid opposed claim quote card fake graphic
339,fake,na sa galing quote card na may quote ni sen villar
340,fake,kalansay na si datu ula na si ay miyembro noon militia bayan new people army kasamahan komunista matapos sa militar sa evidence na sa task force para ipunin na ebidensiya sa city region kundi sa para pa file complaint communist terrorist sa violation sa human ni regional director pro xi may listahan ako sa na sa masakit sa akin na unti kanayon pahayag ni bae pilar basahin ilang sa reaksyon kababayan natin sa sa kamay source
341,real,still unanswered would lead new department via
342,real,opinion black hole clean image read full piece regional head live
343,fake,juvenile justice welfare act youth aged proven discernment may criminally liable subjected appropriate
344,real,win president de labor leader pro labor agenda three politika mamamayan iilan via live
345,fake,fake quote senate hopeful daughter making social media misleading thinking father answer senatorial debate read
346,real,time na pakinggan mo iba mean na iso solve mo listening also helping
347,fake,delegation share unified stance tobacco industry role public health health effects read conflicting
348,fake,na sa na sa south korea barko ay na luna raw pinakamalakas na warship bansa na pang depensa sa teritoryo barko ay south company na heavy na p billion kontrata sa proyekto ay department national defense navy high command heavy south ambassador sa navy headquarters sa sa na armas barko ay main gun calibre remote gun din anti ship system anti aircraft sonar torpedo command management system na utak first combat ship designed acquired navy along sister ship luna whose steel cutting also week pahayag ni navy captain panoorin luna
349,real,sign bill island development authority law para sa tourism area magkaroon tourism estate mentality may ring mag shift domestic tourism live
350,real,nationwide vaccination younger begin official
351,fake,best senate blue ribbon committee resume investigation order video agriculture undersecretary clear ganito sa pahayag ni senate minority leader franklin sa kapihan forum sa senado sa ulat inquirer na ay sinabi ni matapos kumalat sa balita gayundin sa social media video kung dating alkalde city anak ni na si paolo na may kinalaman umano sa transaksyon ilegal na ay dumalo si sa hearing committee sa umano smuggling may p halaga sa bansa senate blue ribbon committee provide paolo opportunity disprove unfounded dagdag pa ni samantala sa social media account ay may patutsada naman si paolo sa j kaugnay na video na sa pangalan sa transaksyon ilegal na sa ulat global wow ha kung ka wagas galit ka kay kasi smuggling mo bigas asukal galit ka sa akin kasi kita sa eroplano kasi hambog ka pansinin na kita kasama kamay ko na mukha mo iyan yan balita ani paolo sa page ayon naman kay national police chief umano timing motibo sa na video na lumabas buwan bago don even know admissible court anybody do video warning self serving ani source
352,fake,na si
353,fake,sa ospital si asilo matapos maparusahan ni manila police district special tactics swat chief inspector base sa salaysay ni asilo sumaludo daw sa opisyal tanungin kung kilala daw ba opisyal na agad naman ay na ni parusa ay biglang si asilo ayon sa kapatid ni asilo may sakit sa puso biktima victim doon sa grupo siguro render salute form squat thrust ata ni chief p batikos sa naman ni uri bang power tripping ni kay asilo kayo na po humatol source news
354,real,na kung attract ma develop talaga tourism especially kilala sa mundo via
355,real,seeing extreme weather tune tripling since
356,real,said aside tested positive may tested positive also accredited via
357,fake,sa international criminal court kundi sa permanent court arbitration kaso sa china kaugnay sigalot sa west sea
358,fake,find fact checked video story
359,real,korte retired military doctor na si bianco taon midwife na si taon ay sa sa lihim na sa campo de prison sa militar buntis manganak anak ay sa military staff gobyerno dala pangalan din korte si dating diktador na si taon ayon sa sa na sa iba pang krimen sa sangkatauhan
360,real,new highly virulent strain discovered
361,real,japan must quadruple foreign meet growth target report
362,real,pagsasanib ay pagpapabuti sa department social welfare development national resource operation center sa city sa bodega sa rehiyon sa pag preposition relief operational support equipment gayundin development training program gobyerno na diin sa disaster response logistics supply chain management
363,real,presidential forum presidential aspirant manila mayor said impossible fix government fiscal
364,real,media security protect
365,fake,mail embassy feed vote counting contrary post use ballot read
366,fake,image comedian first surfaced month local support bid presidency visible read story
367,fake,water angat buhay actually food grade water used toxic made
368,real,smart wi fi bulb
369,real,subalit ni deputy presidential abigail na ni justice secretary de panukala ni department justice sa bureau na naman sa
370,real,sabong pong sabong bahagi po regulate ma manage gobyerno na may sapat nang kakayahan edad bata gobyerno na buwis
371,fake,wind farm sa norte ay proyekto kompanya gaya na pag power development corporation
372,fake,senate hopeful willie claim ran office needs context read
373,fake,collage taken caravan look like motorcade presidential aspirant actually taken caravan read
374,real,among mail state election found black thrown four times often white
